Generic Name,SMILES,SMILES (InChI Key),Confidence,Permeability Class,Papp (*10E-6 cm/s)
"PC(18:4(6Z,9Z,12Z,15Z)/18:0)",CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,MGPSPRHJNJDBJK-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,4.103897248
"PC(18:4(6Z,9Z,12Z,15Z)/18:1(9Z))",CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC,SQOJMBITSSDGAU-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,4.103897248
"PC(18:4(6Z,9Z,12Z,15Z)/20:0)",CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCCCC,HGTVFXGQQZVIJK-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,4.103897248
"PC(18:4(6Z,9Z,12Z,15Z)/20:1(11Z))",CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCC/C=C\CCCCCCCC,WJGXHQGSFRJRJR-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,4.103897248
"PC(20:0/18:4(6Z,9Z,12Z,15Z))",CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,UELRKDJVEHFVAI-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,4.103897248
"PC(20:1(11Z)/18:3(6Z,9Z,12Z))",CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,FHOBLZOUZRDCHR-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,4.103897248
"PC(20:1(11Z)/18:3(9Z,12Z,15Z))",CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,NOWQIXJSMOBJLS-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,4.103897248
"PC(20:1(11Z)/18:4(6Z,9Z,12Z,15Z))",CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,YDPVXGLBOPTMBY-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,4.103897248
"PC(20:2(11Z,14Z)/18:2(9Z,12Z))",CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,ZPAYLLVKQCNXOK-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,4.103897248
"PC(20:2(11Z,14Z)/18:3(6Z,9Z,12Z))",CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC)COP(=O)([O-])OCC[N+](C)(C)C,WTLVSDIWQGLEAN-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,4.103897248
"PC(20:2(11Z,14Z)/18:3(9Z,12Z,15Z))",CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC)COP(=O)([O-])OCC[N+](C)(C)C,ZWBUMNLEWHYPRH-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,4.103897248
"PC(20:3(8Z,11Z,14Z)/14:1(9Z))",CCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC)COP(=O)([O-])OCC[N+](C)(C)C,UGOXZVQDVQJYIN-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,4.103897248
"PC(20:3(8Z,11Z,14Z)/16:1(9Z))",CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCC,SMNBWWUNQGASFC-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,4.103897248
"PC(20:3(8Z,11Z,14Z)/18:1(9Z))",CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC,SLKDYSINLYWLQQ-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,4.103897248
"PC(20:3(8Z,11Z,14Z)/18:2(9Z,12Z))",CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC,SUACBSWYGWBPFC-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,4.103897248
"PC(20:4(5Z,8Z,11Z,14Z)/14:0)",CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCC,KMZWZYBLPBQHMP-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,4.103897248
"PC(20:4(5Z,8Z,11Z,14Z)/16:0)",CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,PUDHBQQGURLBGJ-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,4.103897248
"PC(20:4(5Z,8Z,11Z,14Z)/16:1(9Z))",CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCC,KKRYRHYMXROGPM-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,4.103897248
"PC(20:4(5Z,8Z,11Z,14Z)/18:0)",CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,DNYKSJQVBCVGOF-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,4.103897248
"PC(20:4(5Z,8Z,11Z,14Z)/18:1(9Z))",CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC,PJAVLQZDHFXHPI-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,4.103897248
"PC(20:5(5Z,8Z,11Z,14Z,17Z)/16:0)",CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,SUZYROYNFNQALJ-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,4.103897248
"PC(20:5(5Z,8Z,11Z,14Z,17Z)/18:0)",CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,JKDOKILDEIEPFZ-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,4.103897248
"PC(22:4(7Z,10Z,13Z,16Z)/14:0)",CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCC,FHBLNLYBVANDFG-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,4.103897248
"PC(22:4(7Z,10Z,13Z,16Z)/14:1(9Z))",CCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)COP(=O)([O-])OCC[N+](C)(C)C,UJZMLLMWTJZZJX-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,4.103897248
"PC(22:4(7Z,10Z,13Z,16Z)/16:0)",CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,LKZIWAABXRQNGG-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,4.103897248
"PC(22:4(7Z,10Z,13Z,16Z)/16:1(9Z))",CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCC,STHWQCYHQJBDDB-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,4.103897248
"PC(22:5(7Z,10Z,13Z,16Z,19Z)/14:0)",CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCC,LPZVTJRCWZIDNE-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,4.103897248
"PC(12:0/22:4(7Z,10Z,13Z,16Z))",CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,YOKRROJLYKOJNI-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,4.103897248
"PC(20:4(8E,11E,14E,17E)/16:0)",CC/C=C/C/C=C/C/C=C/C/C=C/CCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,JWAPTBDWCHGPTG-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,4.103897248
"PC(22:4(7Z,10Z,13Z,16Z)/12:0)",CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCC,MGGLQCYIGIKUIE-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,4.103897248
Aspartyl-Valine,CC(C)C(N=C(O)C(N)CC(=O)O)C(=O)O,CPMKYMGGYUFOHS-UHFFFAOYSA-N,LOW CONFIDENCE,Low permeability,4.103240856
Val-Pro-Pro,CC(C)[C@H](N)C(=O)N1CCC[C@H]1C(=O)N1CCC[C@H]1C(=O)O,DOFAQXCYFQKSHT-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,4.094362319
Zeaxanthin,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)C[C@@H](O)CC2(C)C)C(C)(C)C[C@H](O)C1,JKQXZKUSFCKOGQ-UHFFFAOYSA-N,LOW CONFIDENCE,Low permeability,4.091022592
"PC(o-18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O[C@H](COCCCCCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,QBZALASVZLFAHF-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,4.046543818
"PC(o-22:2(13Z,16Z)/22:2(13Z,16Z))",CCCCC/C=C\C/C=C\CCCCCCCCCCCCOC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC,GCAMFMBVIXVYSA-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,4.046543818
"PC(o-24:0/20:4(8Z,11Z,14Z,17Z))",CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](COCCCCCCCCCCCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,AQJDGYZOTXPNFY-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,4.046543818
"PC(o-22:1(13Z)/22:3(10Z,13Z,16Z))",CCCCC/C=C\C/C=C\C/C=C\CCCCCCCCC(=O)O[C@H](COCCCCCCCCCCCC/C=C\CCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,ADCPDRAGQLKVRI-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,4.046543818
"PC(O-18:0/22:5(7Z,10Z,13Z,16Z,19Z))",CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)O[C@H](COCCCCCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,HJDYJUQFSIJNGA-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,4.046543818
"PC(O-20:0/20:5(5Z,8Z,11Z,14Z,17Z))",CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](COCCCCCCCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,AGKCACWGAXVMPI-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,4.046543818
"PC(O-22:0/22:5(7Z,10Z,13Z,16Z,19Z))",CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)O[C@H](COCCCCCCCCCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,VNNPAAOAYXMMKU-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,4.046543818
Beta-Glycerophosphoric acid,O=P(O)(O)OC(CO)CO,DHCLVCXQIBBOPH-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,4.012492339
SM(d19:0/24:1(15Z)),CCCCCCCC/C=C\CCCCCCCCCCCCCC(=O)N[C@@H](COP(=O)([O-])OCC[N+](C)(C)C)[C@H](O)CCCCCCCCCCCCCCCC,LXMARZYBSFYVSY-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,3.937713689
SM(d20:0/24:1(15Z)),CCCCCCCC/C=C\CCCCCCCCCCCCCC(=O)N[C@@H](COP(=O)([O-])OCC[N+](C)(C)C)[C@H](O)CCCCCCCCCCCCCCCCC,JWKOQODXKXAOQW-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,3.937713689
SM(d20:0/22:1(13Z)),CCCCCC/C=C/CCCCCCC[C@@H](O)[C@H](COP(=O)([O-])OCC[N+](C)(C)C)NC(=O)CCCCCCCCCCCCCCCCCCCCCCC,PYLWNJICBMYPHE-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,3.937713689
"SM(d20:0/22:2(6Z,13Z))",CC.CCCCC/C=C/C/C=C/CCCCC[C@@H](O)[C@H](COP(=O)([O-])OCC[N+](C)(C)C)NC(=O)CCCCCCCCCCCCCCCCCCCCCCC,QLIRFWJRXHPDTN-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,3.937713689
LysoPC(16:0),CCCCCCCCCCCCCCCC(=O)OC[C@@H](O)COP(=O)([O-])OCC[N+](C)(C)C,ASWBNKHCZGQVJV-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,3.937045888
Deoxycytidine,NC1=NC(=O)N([C@H]2C[C@H](O)[C@@H](CO)O2)C=C1,CKTSBUTUHBMZGZ-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,3.931376783
Phosphatidylethanolamine,CCCCCCCCCCCCCCCCCC(=O)OC[C@@H](COP(=O)(O)OCCN)OC(=O)CCCCCCCCCCCCCCCCC,LVNGJLRDBYCPGB-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,3.911914616
"PC(18:2(9Z,12Z)/22:1(13Z))",CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCC/C=C\CCCCCCCC,JJWICPUXGFOAPG-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,3.901425684
"PC(18:3(6Z,9Z,12Z)/22:0)",CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCCCCCC,URWUZTOLBMHCQL-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,3.901425684
"PC(18:3(9Z,12Z,15Z)/22:0)",CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCCCCCC,GOHLCSOGBDQPMM-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,3.901425684
"PC(20:0/20:3(8Z,11Z,14Z))",CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,BRHVVSCMXSBYAI-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,3.901425684
"PC(20:1(11Z)/20:2(11Z,14Z))",CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,ZGKPOUQXLZVCDF-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,3.901425684
"PC(20:2(11Z,14Z)/20:1(11Z))",CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCC/C=C\CCCCCCCC,VSWBEFJQWZEWPT-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,3.901425684
"PC(20:3(8Z,11Z,14Z)/20:0)",CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCCCC,NMVCKDUPYAOXCG-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,3.901425684
"PC(22:0/18:3(6Z,9Z,12Z))",CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,OFWRYSQDJOQSHU-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,3.901425684
"PC(22:0/18:3(9Z,12Z,15Z))",CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,JYFWSVLYQSTYHE-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,3.901425684
"PC(22:1(13Z)/18:2(9Z,12Z))",CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCC/C=C\CCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,QITWVLBMWWSFPO-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,3.901425684
"PC(20:0/20:3(11Z,14Z,17Z))",CC/C=C\C/C=C\C/C=C\CCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,REABNEVSLLNWCN-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,3.901425684
Phenylalanyl-Alanine,CC(N=C(O)C(N)CC1=CC=CC=C1)C(=O)O,MIDZLCFIAINOQN-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,3.886304549
Norepinephrine,NC[C@H](O)C1=CC(O)=C(O)C=C1,SFLSHLFXELFNJZ-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,3.882623787
N-Hydroxy-l-tyrosine,O=C(O)C(CC1=CC=C(O)C=C1)NO,CNIUEVQJABPUIJ-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,3.872910508
Thymidine,CC1=CN([C@H]2C[C@H](O)[C@@H](CO)O2)C(=O)NC1=O,IQFYYKKMVGJFEH-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,3.862390979
SM(d20:0/20:1(13Z)),CCCCCC/C=C/CCCCCCC[C@@H](O)[C@H](COP(=O)([O-])OCC[N+](C)(C)C)NC(=O)CCCCCCCCCCCCCCCCCCCCC,YWTQZDQCLLJJMO-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,3.862150608
"SM(d18:0/22:2(6Z,13Z))",CCCCC/C=C/C/C=C/CCCCC[C@@H](O)[C@H](COP(=O)([O-])OCC[N+](C)(C)C)NC(=O)CCCCCCCCCCCCCCCCCCCCC,KNKHTTBVLRIQFG-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,3.862150608
SM(d17:0/24:1(15Z)),CCCCCC/C=C/CCCCCC[C@@H](O)[C@H](COP(=O)([O-])OCC[N+](C)(C)C)NC(=O)CCCCCCCCCCCCCCCCCCCCCCC,WDCZPNUFGZODRI-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,3.862150608
"SM(d19:0/22:2(6Z,13Z))",CCCCC/C=C/C/C=C/CCCCC[C@@H](O)[C@H](COP(=O)([O-])OCC[N+](C)(C)C)NC(=O)CCCCCCCCCCCCCCCCCCCCCC,ZRKFXRCPPWXSJE-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,3.862150608
B-Carotene,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CCCC2(C)C)C(C)(C)CCC1,OENHQHLEOONYIE-UHFFFAOYSA-N,LOW CONFIDENCE,Low permeability,3.827779985
N-Methyl-D-aspartic acid,CN[C@H](CC(=O)O)C(=O)O,HOKKHZGPKSLGJE-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,3.818596689
D-Ribose,OC[C@H]1OC(O)[C@H](O)[C@@H]1O,HMFHBZSHGGEWLO-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,3.784263932
L-Arabinose,OC1OC[C@H](O)[C@H](O)[C@H]1O,SRBFZHDQGSBBOR-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,3.784263932
1b-Hydroxycholic acid,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)C[C@@H](O)[C@]4(C)[C@H]3C[C@H](O)[C@]12C,UYVVLXVBEQAATF-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,3.721470944
"2b,3a,7a,12a-Tetrahydroxy-5b-cholanoic acid",C[C@@H](CCC(=O)O)C1CCC2C3C(C[C@H](O)[C@@]21C)[C@@]1(C)C[C@H](O)[C@@H](O)C[C@H]1C[C@H]3O,IMMADCCLTPCOKH-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,3.721470944
L-Ribulose,OCC1(O)OC[C@@H](O)[C@@H]1O,LQXVFWRQNMEDEE-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,3.708233326
Phenylalanyl-Glycine,NC(CC1=CC=CC=C1)C(O)=NCC(=O)O,GLUBLISJVJFHQS-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,3.5436996
Glycerol 3-phosphate,O=P(O)(O)OC[C@H](O)CO,AWUCVROLDVIAJX-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,3.475419727
"PC(18:0/22:4(7Z,10Z,13Z,16Z))",CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,AXZGUCXCTZMPTR-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,3.465934993
"PC(18:3(6Z,9Z,12Z)/22:1(13Z))",CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCC/C=C\CCCCCCCC,KRZVEGHGJRMPEH-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,3.465934993
"PC(18:3(9Z,12Z,15Z)/22:1(13Z))",CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCC/C=C\CCCCCCCC,ZIQIWGNSQBOJMS-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,3.465934993
"PC(18:4(6Z,9Z,12Z,15Z)/22:0)",CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCCCCCC,KISSKTFZLUEROR-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,3.465934993
"PC(20:0/20:4(5Z,8Z,11Z,14Z))",CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,UAVRPIXHIHJERN-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,3.465934993
"PC(20:1(11Z)/20:3(8Z,11Z,14Z))",CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,QLESDNGWICTNRJ-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,3.465934993
"PC(20:2(11Z,14Z)/20:2(11Z,14Z))",CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC,AAYOXXRTLLISDA-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,3.465934993
"PC(20:4(5Z,8Z,11Z,14Z)/20:0)",CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCCCC,DXCCGBCVYMELBT-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,3.465934993
"PC(22:0/18:4(6Z,9Z,12Z,15Z))",CC/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,LFDYHYAWJHIDTQ-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,3.465934993
"PC(22:1(13Z)/18:3(6Z,9Z,12Z))",CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCC/C=C\CCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,BUYWHDOUDGEIHW-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,3.465934993
"PC(22:1(13Z)/18:3(9Z,12Z,15Z))",CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCC/C=C\CCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,FHUAYOMRHXZKHT-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,3.465934993
"PC(22:4(7Z,10Z,13Z,16Z)/18:0)",CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,YVFBVKJWPMCQQG-UHFFFAOYSA-N,HIGH CONFIDENCE,Low permeability,3.465934993
